Best Score,Mean_best,Std_best,Mean_f,Mean_acc,Std_scc,Max_acc,Max Iteration,Time
[-0.99999392],-0.66733880066098679395,0.42805764128690479466,-0.6453654428488113629,0.9651509648772922,0.09479421175194962,0.9999928841298075,137,0.11672735214233398
[-0.99999125],-0.49043617071576319676,0.46600118286331181625,-0.46110575365923039138,0.9542270530596071,0.10550681845496566,0.9999914623446601,142,0.11033368110656738
[-8.51597228e-33],-8.4457755258437279764e-33,7.4809469642466523643e-34,-8.441996877481364318e-33,0.9696876026559017,0.011593306132107564,0.9702200732141325,10000,10.556316375732422
[-8.11022389e-05],-8.06004775631597845e-05,6.327823039970605631e-06,-8.0584360234112668234e-05,0.9900361663387947,0.016105137758036972,0.9908847381412661,10000,11.225849151611328
[-0.99192959],-0.9823526173031691574,0.09224166404999761503,-0.98223188035853028203,0.9992169826371573,0.012041021855230543,0.9997401778013092,10000,11.58113169670105
[-0.99999299],-0.4655451538912623268,0.46710257766985339214,-0.44440599667942858245,0.9539943243723449,0.10539703511073285,0.9999923578667476,150,0.1572268009185791
[-8.74310015e-12],-8.677178530223773022e-12,7.5178979744263136564e-13,-8.67655372326077884e-12,0.982503777326745,0.012428133742527745,0.9831364585100854,10000,11.943927764892578
[-8.09855322e-05],-8.03825318666714919e-05,6.8137904803563797937e-06,-8.0369730942428016917e-05,0.990263295896123,0.011826544593105186,0.9908257575095265,10000,11.35480284690857
[-6.12729357e-344],-6.036498072906643983e-344,7.212487184731428767e-345,-6.03540943068983088e-344,0.9001582888228781,0.01038061846874354,0.9009158454193412,10000,11.634270191192627
[-0.99999835],-0.40558745251383704648,0.46643129230358828757,-0.3760419113888360397,0.9482420264981,0.10707815722016768,0.9999962872998789,137,0.1353287696838379
[-1.76373681e-546],-1.7376333316092748047e-546,2.0640167476224079694e-547,-1.7375904384617879905e-546,0.8743306562562732,0.008683162972144394,0.8747557887868221,10000,12.066694974899292
[-4.61640965e-10],-4.580282528708274196e-10,3.793007689311527832e-11,-4.577357597976282788e-10,0.9839373290101714,0.010461300798269676,0.9843332001578601,10000,12.143072366714478
[-0.99963426],-0.9947204069271246917,0.069342720653282869707,-0.9944985199833940634,0.9995233772830324,0.010992967353007985,0.999944787851637,10000,11.630067825317383
[-8.11004126e-05],-8.066973606059170128e-05,5.680055093733245695e-06,-8.064740471133853582e-05,0.9903862832900849,0.01143620688870627,0.991031557272516,10000,11.8184072971344
[-0.98694368],-0.98037082518983428327,0.07410312541825803812,-0.9801577702834349201,0.9992006265940383,0.011750749999266041,0.9996691403788772,10000,10.896417379379272
[-0.99999499],-0.57371076646210783864,0.48804029645884534065,-0.56310459682386998726,0.9395127210695166,0.12037343850439303,0.9999935393899276,112,0.10914158821105957
[-5.18871088e-55],-5.13974402522138127e-55,4.9267195756904571465e-56,-5.138581546730514662e-55,0.9602404338907438,0.013452671362965426,0.9609921448413105,10000,11.080108880996704
[-5.83766039e-12],-5.804439690092832377e-12,4.263496737047336832e-13,-5.8023783310291449184e-12,0.9822023640065,0.015640393997610667,0.9828886465717969,10000,11.193868398666382
[-1.86347822e-91],-1.8475775132189352868e-91,1.6835621372921701519e-92,-1.8474100006734259251e-91,0.9488717174249994,0.014578068509317707,0.9494758944237691,10000,10.76566481590271
[-9.86016341e-465],-9.682928703751966428e-465,1.28258578582351708616e-465,-9.682687315324181715e-465,0.8840146646827274,0.009164732508508291,0.8844985283628297,10000,10.492218494415283
