Best Score,Mean_best,Std_best,Mean_f,Mean_acc,Std_scc,Max_acc,Max Iteration,Time
[9.93967791e-06],4.5414050095929876082,25.41907352721761357,150.78504526980524174,0.98149808245793,0.043913341390321645,0.9999295029152853,4846,4.660026550292969
[9.732406e-06],2.1601171985779357692,16.867463324727419036,73.37383162151063624,0.989896050881742,0.03127249288919293,0.9999302418248636,9709,7.883010387420654
[9.94198861e-06],2.7928024313854982973,19.229794514353308343,98.08113145325400258,0.9863150652930671,0.03477245717172914,0.9999294947214288,6309,5.974794864654541
[9.06980765e-06],4.2257863675814560326,22.716576286454514183,87.76516896895921364,0.9825745312463068,0.04253523507052466,0.9999326583054309,3953,4.013643741607666
[9.82354523e-06],3.414389410031848434,17.277702145824443964,58.855625874969949084,0.9847327193279976,0.03839407305689554,0.9999299159603383,6340,5.297696828842163
[0.00138068],1.7717659548851831625,16.024761823004779394,50.89901377215049404,0.9929541992050157,0.028917808848527786,0.9991691327748032,10000,8.653673887252808
[9.24556429e-06],5.2881907754238518683,28.937617044214234174,153.91178158360438812,0.9773443012742989,0.04616074850955292,0.999932008955422,3608,2.9912102222442627
[9.71290606e-06],4.2557576575725315103,20.971005721079843993,94.592769614480644025,0.9791682897462616,0.04115724330771624,0.9999303117439542,6239,5.152968406677246
[9.57147242e-06],13.619631981619814165,38.063559178332435337,175.947918785032821,0.9583124556376592,0.07121772697754242,0.9999308209843212,3553,3.109184503555298
[9.96058547e-06],10.479362943370475269,36.318214907428060214,129.79341695255394182,0.9638033330294039,0.06268558663604411,0.9999294288108618,3098,2.609417200088501
[9.94619988e-06],7.804803726980025409,34.60470742850459534,125.79788272961524041,0.9755397711640227,0.05748129320728302,0.9999294797905688,4245,4.429129600524902
[0.00052372],2.78161155641414122,17.082506627282317975,93.204611936445145214,0.9824609888217547,0.03291183472698619,0.9994882778795958,10000,8.00197172164917
[8.44149902e-05],2.5010841947996869331,18.843220774820440765,84.16421847888428608,0.9917087781349494,0.03437728519508706,0.9997945553722033,10000,8.162935256958008
[5.18526425e-05],3.6050669612682289045,22.638537696115232556,80.0719101101169655,0.984568453559673,0.03955250757024324,0.9998389834752619,10000,7.980212211608887
[2.70343412e-05],3.272589709142931075,21.489439531525529525,89.02437648877564226,0.9889775572644954,0.038920439497955185,0.9998837366325872,10000,8.866051435470581
[9.99741419e-06],3.7295839851232510725,18.648205407460337772,83.56110687717090379,0.9783299361011283,0.0373523804218746,0.9999292984646914,5074,4.250800132751465
[9.87774336e-06],2.543707235386388708,21.761925156173421055,132.25106646335091241,0.9907264403425746,0.03443624121435682,0.9999297228936307,6908,6.123987913131714
[9.9654857e-06],15.0527510184318695586,34.48550273360826458,176.42992557440948667,0.9405206859251918,0.06315525873912844,0.9999294114538432,4866,4.551250696182251
[9.6379415e-06],5.7581087075829814254,25.593872538231597224,87.66260508504435059,0.9685891082757906,0.043501841741258256,0.9999305811931134,3983,3.3261334896087646
[9.92314687e-06],6.0905239698524477002,33.25196670860086525,91.441941040526223926,0.9798405774030895,0.051369832250897966,0.9999295615628143,2884,2.4885175228118896
