Best Score,Mean_best,Std_best,Mean_f,Mean_acc,Std_scc,Max_acc,Max Iteration,Time
[2.59041202],2.5904120167771031024,4.336808689942017736e-19,5.191408435520272397,0.7271930952708645,2.220446049250313e-16,0.7271930952708643,10000,13.51852560043335
[1.83140136],1.8314013566572612135,3.252606517456513302e-19,5.5389861794251050156,0.7637325445631392,1.1102230246251565e-16,0.7637325445631393,10000,12.226784229278564
[1.39254094],1.3925409404897974587,2.168404344971008868e-19,5.921786317233121266,0.8037209931071874,1.1102230246251565e-16,0.8037209931071873,10000,12.9130539894104
[2.48220994],2.4822099441770379819,0.0,6.3846960669573116862,0.7424235114801068,0.0,0.7424235114801068,10000,13.603549242019653
[1.46560947],1.4656094739136391452,2.168404344971008868e-19,5.369697602968961737,0.7605974844206861,1.1102230246251565e-16,0.7605974844206862,10000,13.639087915420532
[1.55865995],1.5586599495044113593,1.084202172485504434e-19,5.4586286832111912686,0.764817093027565,0.0,0.764817093027565,10000,13.760010957717896
[2.36249845],2.36249845210244576,0.0,5.4764284134094955623,0.7465760062133366,3.3306690738754696e-16,0.7465760062133363,10000,13.947829008102417
[2.17245256],2.1724525602470860285,0.0,5.662026463591909274,0.7684694231132881,0.0,0.7684694231132881,10000,12.42617130279541
[2.31542184],2.3154218393637603344,0.0,5.882119646723435992,0.7588915772947529,1.1102230246251565e-16,0.7588915772947528,10000,14.19487190246582
[0.84980807],0.84980807362699233807,5.42101086242752217e-20,4.859029702950252096,0.787064678577586,1.1102230246251565e-16,0.7870646785775859,10000,13.27193021774292
[3.00960549],3.0096054895206742251,2.168404344971008868e-19,6.3744831681111918937,0.7298139599827836,2.220446049250313e-16,0.7298139599827839,10000,13.303370475769043
[1.87345086],1.8734508645819137057,3.252606517456513302e-19,5.7668428053370773536,0.7682173664555183,0.0,0.7682173664555183,10000,12.924323081970215
[1.94386529],1.9438652897339083898,2.168404344971008868e-19,5.82549517394220473,0.7550810915195996,0.0,0.7550810915195996,10000,12.864047765731812
[3.58413846],3.5841384554690953535,2.168404344971008868e-19,6.2730832666287088283,0.7297645367239342,1.1102230246251565e-16,0.7297645367239343,10000,12.40756630897522
[2.82961439],2.829614386314199237,4.336808689942017736e-19,5.601694969169964004,0.7326285266556062,0.0,0.7326285266556062,10000,12.911306142807007
[2.38075475],2.3807547476729329842,2.168404344971008868e-19,5.8120410829714501282,0.7351669449189474,1.1102230246251565e-16,0.7351669449189473,10000,12.851134538650513
[2.17626863],2.1762686349545997473,4.336808689942017736e-19,5.684295762066309315,0.7536375578843264,0.0,0.7536375578843264,10000,13.576172590255737
[3.27297374],3.2729737408434547647,4.336808689942017736e-19,6.140229572873190637,0.7563848116973229,1.1102230246251565e-16,0.7563848116973227,10000,12.603082656860352
[1.80944469],1.8094446858127221576,1.084202172485504434e-19,6.1146573861214533283,0.7596870344242704,2.220446049250313e-16,0.7596870344242702,10000,12.177624940872192
[1.1866833],1.1866833027293170222,0.0,5.7822521227484824373,0.7654333238543545,2.220446049250313e-16,0.7654333238543543,10000,13.043038845062256
