Best Score,Mean_best,Std_best,Mean_f,Mean_acc,Std_scc,Max_acc,Max Iteration,Time
[0.86362278],2.5743121144200784456,14.8771309165907808965,2.6980147560158943513,0.9734567836715143,0.024137392654329095,0.9792199280198468,10000,10.304154872894287
[0.06634348],1.8132149914294293225,15.906655767325769625,1.9329824492959411229,0.9882579567365914,0.02772601514309177,0.9942405085391177,10000,13.007493734359741
[2.47717635],4.130437434757069144,16.930649642998303332,4.2763287889592408683,0.961509386488277,0.024159705893692165,0.9648064185848961,10000,10.869003772735596
[0.19193479],2.890250506454498061,19.469037254151040245,3.005311739161481195,0.9832191284061548,0.034110520397351254,0.9902037051114738,10000,10.27567172050476
[2.32426915],3.430394465744614772,13.567188503289540779,3.5395107321394825505,0.9634689113396718,0.019510940371072982,0.9659099050225851,10000,12.977164506912231
[4.79151685],6.2014737306679148516,13.001538712922041007,6.3206540813484386535,0.947895927936284,0.01964440224880919,0.9510535146606105,10000,12.266050338745117
[0.01146421],1.1765107386033021121,14.60091079057187968,1.2936758539816453345,0.9938926546589409,0.023472445594498584,0.9976058187224536,10000,10.1252601146698
[0.07956703],1.2824977604365926422,14.6379002330007197165,1.3976104327772072841,0.989976031173212,0.02325443891341778,0.9936925826725552,10000,10.234309673309326
[7.42674676],8.914810774040081355,14.510436734129828195,9.026487927982998736,0.9363342448588111,0.020101666829451227,0.9390625453495666,10000,12.063148498535156
[0.01605247],1.4022801538145795053,14.219310068741286932,1.5186438126435182609,0.9907392124155875,0.02480681136751922,0.9971669387138055,10000,11.258925437927246
[0.10258704],1.1914947515828959468,11.239943808985827205,1.3174801171468318141,0.98588785920905,0.01991468950518288,0.9928380503902288,10000,10.276098251342773
[0.05386835],4.779247316318863233,15.683140286843639152,4.8892476499001033177,0.9726004092997594,0.0404831580736819,0.9948101856346836,10000,10.068521738052368
[3.40031001],5.5007749890682589643,16.278220584470452429,5.6180603708003856466,0.9536561838400297,0.0245486903574301,0.958767064055004,10000,12.822263956069946
[0.06789906],2.6684537062240156803,17.81595494595035077,2.78087188709853366,0.9822765952692684,0.03193912612866359,0.9941733775782027,10000,10.075982809066772
[0.05284921],1.8822625595547921341,15.729343059198674123,2.0097591004574272802,0.9864749504509233,0.02753551006377778,0.9948595133442515,10000,12.805984020233154
[5.31190719],8.138650004490053671,18.867534554343068035,8.245154265636546676,0.9418363666066256,0.026197647847204943,0.9484640552878362,10000,12.953842401504517
[0.14524396],3.5549913074628789037,18.690740136357325011,3.67135184149484488,0.9786269159574819,0.03634125661342632,0.9914781469060869,10000,10.127604484558105
[0.04120799],6.3456908693401578004,19.436588338925056574,6.4696985244923019315,0.9705467408521256,0.048014070440218305,0.9954608375874665,10000,11.879689931869507
[0.14692288],2.1489858391525953592,16.513764487225773853,2.270804835553175206,0.9849635546844995,0.02912727642348757,0.991429035054924,10000,11.064733505249023
[0.01011083],2.411971145672031273,17.339147174402732695,2.5302918115921181513,0.9871805113100585,0.03227454542769704,0.9977515754963253,10000,10.130531549453735
