Best Score,Mean_best,Std_best,Mean_f,Mean_acc,Std_scc,Max_acc,Max Iteration,Time
[0.05211543],1.4314802294167108613,13.374522108071432634,1.5982359520469252521,0.990792164112283,0.025118835024204998,0.9948953240253843,10000,6.4990503787994385
[0.00502808],1.2580795097216239218,13.4906295407363563356,1.4112120409229227057,0.9936820672267608,0.02427186602496073,0.998414427213407,10000,6.50122857093811
[5.01380849e-05],0.65938278186851322516,8.5106737953779528815,0.8547624228117755794,0.9961377856102328,0.01774189085023723,0.9998416679361225,10000,6.91443943977356
[0.00337503],1.2888194453596589689,14.246016097926531749,1.4622991093971597531,0.9949569370679437,0.024879253182986654,0.9987009560175016,10000,5.951874256134033
[0.00027379],1.1930074539377571824,13.373128011038947856,1.3837637314627550456,0.9950381670036479,0.023914095012882858,0.9996300094413129,10000,6.619848251342773
[1.14930772e-05],0.99814308839358201436,13.3366830417135909985,1.1633848639817830722,0.9963976636250652,0.02204755580191631,0.9999241940726609,10000,6.130256414413452
[9.87152657e-06],2.5702606418443639266,18.018831313292499178,3.119842038160961323,0.9858165226598326,0.032923537043627875,0.999929745012372,3651,2.6534833908081055
[9.16189008],11.609787248699366938,10.8832818286785356155,11.803361503525706435,0.9258696520311147,0.017595031524882742,0.9323173209663757,10000,6.61032772064209
[0.00073611],1.7397426990448670317,11.5725011002136962505,1.9557282453651599649,0.9861686980876962,0.026049307801420382,0.9993933258583839,10000,6.174018383026123
[1.46929314e-05],1.3241342890823504057,14.185422527781703179,1.5127561637623967157,0.9950034540055651,0.02524087305674412,0.9999142884738019,10000,7.295711278915405
[0.01533568],0.7608937068444448089,11.299852914478736359,0.94069622660931486775,0.994893316466159,0.018824681583161425,0.9972309139078717,10000,6.74826192855835
[19.14230145],20.648858286228278914,13.4304962143583736835,20.882723007484755965,0.8996849771080014,0.016165559850865676,0.9021677418898882,10000,6.844419479370117
[9.16669861e-06],2.4485097732995982722,17.486880367174898823,2.9701754080619972777,0.9897680320754859,0.03345985234637946,0.9999322995619916,3408,2.56911563873291
[0.00149499],0.71591046017207659013,11.064340914877497061,0.8983206939970119951,0.9962369719614022,0.018541705694643223,0.9991354229904915,10000,6.403606653213501
[0.01405487],0.9742529788767030186,12.885828194618332284,1.1600508570113662795,0.9943118302529202,0.021325365515431616,0.9973490687090656,10000,6.512407302856445
[2.17716988e-05],0.98518499798316863154,12.159121310723152471,1.1509694039540850507,0.9956703146820126,0.021768011485636174,0.9998956647259067,10000,5.901699542999268
[0.05287636],2.0434644407827979968,14.634596273625199563,2.2329307564963184135,0.9876468488663684,0.029481042679339757,0.9948581928107899,10000,6.71936821937561
[0.00016403],1.2077668280877561207,11.491894335321335922,1.3820835370471847871,0.9937149453902981,0.023756714894886982,0.9997136163669295,10000,6.181700944900513
[0.7818388],1.8904088428191119885,12.670119540026734459,2.1148371815447155272,0.977243017743269,0.020671820915835755,0.9802283181993225,10000,5.883634567260742
[0.00023057],0.9116258136311188964,11.976770247814285519,1.0771638419779695893,0.9954917168746382,0.02086835619010606,0.9996604670282351,10000,5.948853492736816
