Best Score,Mean_best,Std_best,Mean_f,Mean_acc,Std_scc,Max_acc,Max Iteration,Time
[12.68332662],12.798839796051039188,0.81617590904678566,12.821865640159677474,0.605552917859364,0.009348706558928034,0.6069965245885438,10000,12.833621501922607
[13.20034974],13.2874062438101947035,0.69508702757693437423,13.310168998155027826,0.6068613511044444,0.008636771968634598,0.6090953589160512,10000,13.760613679885864
[13.84426916],13.919467118643052511,0.6337644920333882248,13.940882075036531448,0.5908580736604562,0.006528645004114893,0.5916509705010419,10000,13.375921964645386
[8.0563921],8.2334230598825487515,1.295470779552065843,8.256386299643571526,0.6645951372356182,0.015979140620828173,0.666920446204974,10000,12.76485276222229
[12.23833216],12.3413416134300020655,0.82549449668126881954,12.3645980132939570535,0.6165156850656691,0.009851175739531072,0.6178228098117391,10000,12.602934122085571
[12.40777439],12.49742654617613501,0.7772627731824474354,12.5193802386691789685,0.6024967902326593,0.007665124686440976,0.6034153140839605,10000,13.26807951927185
[12.57499985],12.679936195503396266,0.81725115004535499997,12.702204835052314205,0.6214764781953575,0.011088829570168594,0.6230108606508586,10000,13.379069089889526
[11.14418774],11.277427319758926656,0.9395180132944502671,11.297887963236443556,0.622862503489562,0.010773244404519286,0.6244744656068462,10000,12.930839538574219
[12.72388274],12.82673790569745878,0.7896778674934356679,12.8489758729579024886,0.6097222140229974,0.009462004034188237,0.6110281669962844,10000,12.744291543960571
[11.40042708],11.518781442387452879,0.90176590115459092143,11.540198615442388347,0.6248833478516432,0.010620939993629813,0.626316875239993,10000,12.50917935371399
[9.44993214],9.5704005524907794136,1.075158897109895869,9.592039199594011118,0.6299200525033967,0.01070109738215007,0.6311550598149053,10000,12.583891868591309
[12.79498592],12.8967228752883472055,0.78263051841602736773,12.919708752642501647,0.6031144758910033,0.008564662025549943,0.6042709388368372,10000,13.65363097190857
[10.1096921],10.289677442173069242,1.1611015364481525948,10.310691190050741112,0.6493067790726939,0.01593986210920605,0.6520114804009918,10000,10.745267868041992
[13.19661063],13.291115685325592618,0.7214586955383052259,13.312969169073172792,0.6030029163192696,0.008462311457887221,0.6041575565267505,10000,13.27353310585022
[10.61569206],10.752457276396621535,1.0211763756832034476,10.774875799642488039,0.6310056554417104,0.01199254832194803,0.6331512332384455,10000,13.208938360214233
[11.50379424],11.674019684291565094,1.0087384513532472629,11.69686512502806906,0.6382805139782147,0.014714145774029293,0.6428626029040811,10000,12.959461212158203
[13.77535802],13.87384258998390393,0.70027174337270748115,13.895368271636050618,0.5785302870510309,0.005648978983446965,0.579317943203161,10000,13.454859495162964
[12.39610122],12.481446480223214431,0.74345864968551290264,12.501985153957508089,0.6011012483200496,0.007255352697019435,0.6019453060454603,10000,13.31574559211731
[10.56043044],10.688233135392460881,1.0053610050450049763,10.7099608520096419755,0.6044302420237764,0.007923446611646873,0.6053689261600879,10000,13.368674516677856
[12.30176959],12.401562650555841756,0.81031686330109069455,12.423964387974318853,0.6205319274318531,0.010233796291030437,0.6218832781617877,10000,13.242916822433472
